id,mz_low,mz_high,Name,root_region_intensity,m/z,spec_id
231,766.5317,766.5467000000001,PE(16:0/22:4(7Z_10Z_13Z_16Z)),1094.1656494140625,766.5392,48fe8f69-5d69-4fa4-a6e9-83917b0f0317
252,790.5317,790.5467000000001,PE(18:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z)),1321.8914794921875,790.5392,b67f3662-111d-463d-bb3c-5146214eb5e8
296,885.5423,885.5573,PI(16:0/22:4(10Z_13Z_16Z_19Z)),6010.853515625,885.5498,a17b606a-719d-49e2-a40d-20c3cca2f8ea
303,913.5735999999999,913.5886,PI(18:0/22:4(10Z_13Z_16Z_19Z)),91.47907257080078,913.5811,2522736c-9dd7-4a6b-9cf5-6b1847a64d2a
316,1045.4519620715394,1045.5085489523324,Phosphatidylinositol-4_5-bisphosphate_1,101.00103759765625,1045.4802555119359,cdfcffa3-012a-4893-b5c0-72338aabe050
317,965.4934352022058,965.5411977251838,PIP(16:0/22:4(10Z_13Z_16Z_19Z))_1,151.2910919189453,965.5173164636948,3efc040a-f2ea-4eb1-a30d-04d12321970c
318,944.4735531077666,944.5422896082262,PS 49:15_1,245.6290740966797,944.5079213579963,259d2c97-130b-4641-bd9b-e3dec3df03ef
319,913.5577536190258,913.6017782054229,PI(22:4(7Z_10Z_13Z_16Z)/18:0)_1,155.62069702148438,913.5797659122243,910aaf70-48ef-49d1-be3e-098ad1f1d4f3
320,909.5333347110297,909.5639813761072,PI(18:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,236.09945678710938,909.5486580435685,eba5ead1-4fdb-46ce-8708-22aa8c92d665
321,907.506239757197,907.5523444919829,PI(40:7)_1,155.0325164794922,907.52929212459,51407898-7770-4f7f-a6d7-1f88e8a1ea52
322,883.5217198581561,883.5462516622341,PI(16:0/22:5(4Z_7Z_10Z_13Z_16Z))_1,906.5685424804688,883.533985760195,3a31ca24-1e6b-4d23-ab29-32ca6f4af1d2
323,881.5001819520485,881.534770719273,PI(38:6)_1,223.38218688964844,881.5174763356607,31ebd295-1c2a-47cf-995e-49a4ece4bdef
324,878.4790693420601,878.5131097392976,PS(22:6(4Z_7Z_10Z_13Z_16Z_19Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,116.63384246826172,878.4960895406789,014b1ece-2d8b-4f86-962d-f347d7d06398
325,872.6092243508731,872.648695858226,PS(18:0/24:1(15Z))_1,125.23977661132812,872.6289601045496,bf5ef01b-9308-4e44-936d-15df0e8a6fa3
326,863.546146473986,863.5810533888797,PI(36:1)_1,277.852783203125,863.5635999314329,454afcf9-0f71-4fd0-bb7b-e49bb8ebc07a
327,861.5313960999015,861.5640471210629,PI(16:0/20:2(11Z_14Z))_1,260.27252197265625,861.5477216104822,83668a22-b088-470d-943d-925177b40a3e
328,860.6221755007481,860.6494222870956,PS(41:0)_1,86.20869445800781,860.6357988939219,060229e4-a44a-4568-bc07-808a13af1445
329,857.5059358620946,857.5313434842267,PI(16:0/20:4(5Z_8Z_11Z_14Z))_1,992.3607177734375,857.5186396731606,51f875c3-91a6-4688-8857-ccd6bbaf19a3
330,855.4830009191177,855.5192876838236,PI(36:5)_,156.02598571777344,855.5011443014706,de71cf66-b93f-449d-b1a1-779ba3033952
331,844.624230526195,844.6699750114891,PS(20:0/20:1(11Z))_1,109.19851684570312,844.647102768842,30f85801-0617-4300-b599-a15c1dff82f4
332,844.5854345703126,844.6263536879596,PS(16:0/24:1(15Z))_1,119.05955505371094,844.6058941291361,ffd313da-722b-4672-8c42-1877ca1fcd1f
333,838.5273610513041,838.5772580124261,PS(18:0/22:4(7Z_10Z_13Z_16Z))_1,354.50396728515625,838.5523095318651,a7ba4891-3563-4d70-b455-ef7064009767
334,837.5238388902559,837.5619156003936,PI(16:0/18:0)_1,282.9085693359375,837.5428772453247,2895eca5-79a3-4a94-948f-6917f1d03321
335,835.5163636026504,835.5489749184138,PI(16:0/18:1(9Z))_1,950.1176147460938,835.5326692605321,40f27ad4-e9f0-4cd4-a7d0-80f6019a8785
336,834.5167259506032,834.5442752113826,PS(18:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,1352.7525634765625,834.5305005809929,3fbfb5b5-18d4-4234-95b9-034a3524038b
337,833.4933534869027,833.5360097369027,PI(16:1(9Z)/18:1(9Z))_1,232.0796661376953,833.5146816119027,2bf2fbe7-e874-465d-bb28-3a35e2aa3d88
338,832.4924373851103,832.5301717601103,PS(18:1(9Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,220.61105346679688,832.5113045726102,bbe23251-f816-4448-b5f0-32efc09b1c6a
339,818.5559712488512,818.5900383444393,PE(20:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,152.52914428710938,818.5730047966453,678b670b-a14b-4d82-b823-cd9e74f7fb1b
340,816.5614556740587,816.5898436538815,PS(14:0/24:1(15Z))_1,123.70128631591797,816.5756496639701,b0cdeab7-7936-45cc-9e2f-ae184356fbb7
341,814.5439447380514,814.5792664292279,PS(14:1(9Z)/24:1(15Z))_1,107.74258422851562,814.5616055836397,0bd987b3-dc7f-4fc3-b573-16d6f6bf3656
342,812.5191515395221,812.5582370174633,PS(18:0/20:3(8Z_11Z_14Z))_1,185.4983367919922,812.5386942784927,b199938b-5473-4e12-9391-82d2a5cd9518
343,811.5128183439961,811.547116449311,PA(45:9)_1,242.42178344726562,811.5299673966535,795f7ad9-7c8b-431e-8c81-d3743d6a96af
344,810.5113582100455,810.5412963867187,PS(18:0/20:4(8Z_11Z_14Z_17Z))_1,418.734619140625,810.5263272983821,1cf60b69-dcce-4998-86c9-44f6b7d36550
345,809.4956282488004,809.5278917207492,PI(16:0/16:0)_1,216.67445373535156,809.5117599847747,8d570913-d74d-4ece-9e36-b222145a0f40
346,797.5159291234511,797.5615289861506,PG(20:4(5Z_8Z_11Z_14Z)/18:0)_1,162.4095458984375,797.5387290548008,4886ee0d-11dc-413f-b3de-f68d657cb699
347,795.4834192365344,795.5154567331011,PA(22:4(7Z_10Z_13Z_16Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,137.8257293701172,795.4994379848177,9fdc550f-2ef4-4c8b-ba56-d4c073aa929d
348,794.5581632358821,794.5803054449126,PE(18:0/22:4(7Z_10Z_13Z_16Z))_1,321.5106506347656,794.5692343403973,f84b5e75-1c62-4ea8-8397-43c9cbca7645
349,792.5367585429996,792.5652771476687,PE(18:0/22:5(7Z_10Z_13Z_16Z_19Z))_1,342.47589111328125,792.5510178453342,25c45292-d56c-409c-b0f3-b69833f6a118
350,791.447656106388,791.4844383329504,PA(22:6(4Z_7Z_10Z_13Z_16Z_19Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,141.1542205810547,791.4660472196692,9428fc5b-416d-4aac-92dc-01f1fabfeb05
351,788.5327914623505,788.5538291119515,PS(18:0/18:1(9Z))_1,584.931396484375,788.5433102871509,6268a5a9-a976-472a-ba35-83c0c341b820
352,786.5157458207738,786.5418696365956,PS(18:0/18:2(9Z_12Z))_1,231.0370635986328,786.5288077286847,0a77f730-3bc6-451b-acf6-9f9c12da0f57
353,785.589062230444,785.6202022901468,PA(18:0/24:1(15Z))_1,78.71218872070312,785.6046322602954,486ab5b1-51b6-4258-bce3-a673068bc140
354,783.5713500976562,783.6113891601562,PA(18:1(11Z)/24:1(15Z))_1,84.45790100097656,783.5913696289062,281fe0ec-d5c5-40bb-ae65-36a1c338f103
355,776.5402372951132,776.5742605411305,PE(18:0/22:5(7Z_10Z_13Z_16Z_19Z))_1,156.6383056640625,776.5572489181218,d8b31014-108f-4bbe-bb55-ad3a46766145
356,775.5336855430302,775.5615877406804,PG(18:1(11Z)/18:0)_1,166.4180450439453,775.5476366418552,91052c97-a916-4dea-b487-4a65e45c35c8
357,774.5311472647014,774.5551436524206,PE(P-18:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,239.41104125976562,774.543145458561,78558a1a-2cb0-4ab7-a99c-4c5c78f7a52d
358,773.5001277669271,773.5477114449295,PG(18:2(9Z_12Z)/18:0)_1,207.0417938232422,773.5239196059283,c5faef70-e96e-46ef-888e-1c0d98726c32
359,772.5688270869217,772.6002860482283,PE(14:0/24:1(15Z))_1,278.1928405761719,772.584556567575,48c0c127-1ecf-4c28-9d7b-8819636051b7
360,770.5557166392408,770.5849066306287,PE(14:1(9Z)/24:1(15Z))_1,200.11000061035156,770.5703116349348,e6065756-8be1-44b7-8771-5fdfaf945a50
361,760.4969658586091,760.5285457835478,PS(16:0/18:1(9Z))_1,169.43621826171875,760.5127558210784,eddb89a0-1eae-47c1-8995-abd0f6a1e8b8
362,757.5561715118711,757.6040041961865,PA(16:0/24:1(15Z))_1,134.28085327148438,757.5800878540288,0d725593-fd38-4b62-ac2d-189746e9c8d1
363,755.5424057632592,755.5921678994357,PA(16:1(9Z)/24:1(15Z))_1,140.44760131835938,755.5672868313475,538fcca2-7c4c-4ba1-930a-9feb24ed9b70
364,751.5135880597933,751.5586867925689,PA(18:0/22:4(7Z_10Z_13Z_16Z))_1,360.8095397949219,751.5361374261811,95f89dd6-4956-4288-8267-db25c9de56fd
365,750.5282969557394,750.5591895876908,PE(P-18:0/20:4(5Z_8Z_11Z_14Z))_1,188.69073486328125,750.5437432717151,b6af1c3b-8b63-4cc4-a3a5-c926cce162b8
366,749.4948132612574,749.5375067282849,PG(16:0/18:0)_1,429.003173828125,749.5161599947712,3860d7ad-078d-4436-bdb8-c632ae6fa2ae
367,746.5493848461705,746.5846250676633,PE(14:0/22:0)_1,278.3614807128906,746.5670049569169,c27fbbb7-8732-42af-9d78-2db22f600c10
368,746.4978647307147,746.5278752845103,PE(O-16:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,169.05943298339844,746.5128700076125,7621871b-df27-450d-b6df-ecf1c970ea34
369,745.4675672636256,745.4941853200355,PA(18:1(11Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,183.91246032714844,745.4808762918306,9f02d7ab-a221-488e-9870-9b2252f72843
370,742.526710618387,742.5509800227608,PE(14:0/22:2(13Z_16Z))_1,392.12066650390625,742.538845320574,55ff1e81-6b92-4bcf-a1ca-b926750eb8ef
371,740.5048927217372,740.5398283835019,PE(18:1(11Z)/18:2(9Z_12Z))_1,161.43045043945312,740.5223605526196,26c00f34-4a45-4b25-b979-f0f1c52aaf71
372,738.4917983167754,738.5196167953371,PE(14:0/22:4(7Z_10Z_13Z_16Z))_1,234.6160125732422,738.5057075560562,c51e09ea-5839-431f-a1cb-16a7a30bd91a
373,729.5304885503813,729.554966723825,PA(14:0/24:1(15Z))_1,146.9650421142578,729.5427276371031,b133cb87-7d5b-4dac-9fe0-441534f610ae
374,727.5110446719672,727.5548861766424,PA(14:1(9Z)/24:1(15Z))_1,252.82237243652344,727.5329654243048,8e2c2a98-daa0-4595-b2ce-54a96cf53546
375,725.4924461454505,725.5243145392923,PA(16:1(9Z)/22:2(13Z_16Z))_1,223.20953369140625,725.5083803423713,30eb2c7e-c1db-4101-8284-0b755566cea3
376,723.4822388656495,723.5089613065944,PA(16:0/22:4(7Z_10Z_13Z_16Z))_1,458.3922119140625,723.495600086122,76dde60a-e9c7-4ba3-9348-51b98c9ba0f5
377,721.4659758320005,721.4948381559116,PA(16:0/22:5(4Z_7Z_10Z_13Z_16Z))_1,213.51112365722656,721.480406993956,bd166274-5d03-4c29-87da-f800f580db02
378,719.4490362189797,719.4825682157627,PA(16:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z))_1,181.3206024169922,719.4658022173712,435b8000-fd03-41b8-b4f7-9437073132e4
379,716.5114270307886,716.5347569743478,PE(18:1(11Z)/16:0)_1,410.39654541015625,716.5230920025682,401f9172-c128-431f-b2a1-1186c6ccdb14
380,714.4923032513788,714.524535558364,PE(14:0/20:2(11Z_14Z))_1,137.8016357421875,714.5084194048713,c45e5daf-69bc-4039-a8dd-8c434357e772
381,697.4663858570773,697.4970585363052,PA(14:1(9Z)/22:2(13Z_16Z))_1,190.81825256347656,697.4817221966912,29c7071f-f138-4cd3-adc5-7165fe8f47a3
382,695.4505438591451,695.4804887120863,PA(14:0/22:4(7Z_10Z_13Z_16Z))_1,182.42288208007812,695.4655162856156,401533a8-5f03-4bc9-a659-b5959ad885b9
383,687.4793075022977,687.5092003676469,PA(20:1(11Z)/15:0)_1,127.11048889160156,687.4942539349723,05fdd75c-320b-4ba6-a1e4-de2c3c55dae2
384,675.4725491153494,675.5065490004596,PA(14:0/20:0)_1,207.65350341796875,675.4895490579045,53d056c3-180f-4abd-9d0a-3216c0b76c3b
385,671.4533808670644,671.4801555002767,PA(16:0/18:2(9Z_12Z))_1,208.18865966796875,671.4667681836706,66bbe6e5-d7d6-4bd9-9ff9-68131d5d7c05
386,661.4677928840325,661.494087002631,PA(15:0/18:0)_1,95.98822784423828,661.4809399433318,b73e4652-536e-4d62-ac3a-81ce8c233503
387,611.1316281307444,611.1550225471047,Oxidized glutathione_1,159.83763122558594,611.1433253389246,95ade060-0e4c-4671-b9f3-4434c2f74da6
388,597.2895579618566,597.3173193359376,LPI(18:1)_1,238.19171142578125,597.3034386488971,6bd76c09-cd11-49cc-a619-2e71ea78646f
389,571.2756485523897,571.300862534467,LPI(16:0)_1,211.94227600097656,571.2882555434284,85eae0e5-69ed-4551-b4b7-1f7c8104a601
390,568.2677620955338,568.2898916169414,LPS(22:6)_1,202.70162963867188,568.2788268562376,940d3866-401d-46b2-8242-57b901a35b35
391,565.034663660386,565.0600336052389,Uridine diphosphate glucose_1,131.01397705078125,565.0473486328124,f41de2f1-9b1e-459e-a3b0-ac8f61ae9377
392,547.3252047909007,547.3518224379595,PA(25:1)_1,117.78113555908203,547.3385136144301,b58d8338-ca7a-4361-84df-60ac8fbfa067
393,526.2739990234375,526.3044117647058,LysoPE(0:0/22:5(4Z_7Z_10Z_13Z_16Z))_1,274.5049133300781,526.2892053940716,c53aa0b9-c3dc-42cc-ba8a-d6ceb7a4a5c1
394,502.27636898265166,502.3023627786075,LysoPE(0:0/20:3(11Z_14Z_17Z))_1,230.8610076904297,502.2893658806296,6a7cb802-66c7-4e85-8926-b1c665aae25e
395,448.3063829130285,448.3295693790211,Chenodeoxycholic acid glycine conjugate_1,135.94235229492188,448.31797614602476,c742f724-f728-4c93-a62f-005a692cb81e
396,383.11020363634964,383.12680077740526,S-Adenosylhomocysteine_1,185.28350830078125,383.11850220687745,eaab8b70-3b7d-4ccc-9788-d14a56a905c0
397,259.01585372152203,259.0308537215221,Glucose 6-phosphate_1,3741.7880859375,259.0233537215221,ba885946-4c85-4dd9-a272-f0401f146660
398,221.05853617510456,221.07544646976498,L-Cystathionine_1,347.4205017089844,221.06699132243477,19b0df63-2ac8-4f01-94ef-655768b4e3f7
399,218.09711840618303,218.11211840618301,Pantothenic acid_1,358.895751953125,218.10461840618302,6b15dacf-637a-44b2-8065-9dae5672c261
400,193.03193617876838,193.04693617876836,Galacturonic acid_1,180.1732940673828,193.03943617876837,683a1101-6f18-4a76-ba57-546c2b243828
401,177.0385434767092,177.0535434767092,L-Gulonolactone_1,153.0955352783203,177.0460434767092,da0bf816-6432-433d-adbe-02a2e91f46b3
402,176.03843236586627,176.0548604449104,N-Formyl-L-methionine_1,234.00372314453125,176.04664640538834,adabfe26-5741-43fd-9e2d-87ec4911a571
403,167.01429928757074,167.03120958223116,Uric acid_1,252.0630645751953,167.02275443490095,571e5cf7-8c15-467b-9281-1cc2134ff3f2
404,148.04169964958638,148.05828369140625,Methionine_1,214.1261444091797,148.0499916704963,9ddd3c33-f998-4b70-aa24-2cec5cfb6bca
405,144.06651063453495,144.08289900652068,N-Butyrylglycine_1,481.8675842285156,144.0747048205278,e43edff5-5b91-485a-bd26-a7bef996ddce
